Model,Glucose_uptake,Oxygen_uptake,Growth_rate
iBsu1147,7.875,12.75,0.4763319210881997
iBsu1147,7.875,13.5,0.488586145663308
iBsu1147,7.875,14.25,0.5008403702384122
iBsu1147,7.875,15.0,0.5130945948135198
iBsu1147,7.875,15.75,0.5253488193886252
iBsu1147,7.875,16.5,0.5376030439637328
iBsu1147,7.875,17.25,0.5498572685388384
iBsu1147,7.875,18.0,0.5621114931139441
iBsu1147,7.875,18.75,0.574365717689052
iBsu1147,7.875,19.5,0.5866199422641575
iBsu1147,7.875,20.25,0.5988741668392655
iBsu1147,7.875,21.0,0.6111283914143706
iBsu1147,7.875,21.75,0.6215395660754749
iBsu1147,7.875,22.5,0.6215395660754854
iBsu1147,7.875,23.25,0.6215395660754884
iBsu1147,7.875,24.0,0.6215395660754706
iBsu1147,7.875,24.75,0.6215395660754732
iBsu1147,7.875,25.5,0.6215395660754832
iBsu1147,7.875,26.25,0.6215395660754832
iBsu1147,7.875,27.0,0.6215395660754832
iBsu1147,7.875,27.75,0.6215395660754832
iBsu1147,7.875,28.5,0.6215395660754832
iBsu1147,7.875,29.25,0.6215395660754832
iBsu1147,7.875,30.0,0.6215395660754832
iBsu1147,8.25,0.0,0.0
iBsu1147,8.25,0.75,0.27097043026706424
iBsu1147,8.25,1.5,0.2849219970428278
iBsu1147,8.25,2.25,0.2988735638185919
iBsu1147,8.25,3.0,0.31282513059435607
iBsu1147,8.25,3.75,0.3267766973701202
iBsu1147,8.25,4.5,0.3407282641458843
iBsu1147,8.25,5.25,0.3546798309216485
iBsu1147,8.25,6.0,0.36863139769741265
iBsu1147,8.25,6.75,0.38258296447317675
iBsu1147,8.25,7.5,0.39653453124894095
iBsu1147,8.25,8.25,0.41048609802470504
iBsu1147,8.25,9.0,0.4244376648004692
iBsu1147,8.25,9.75,0.4383892315762334
iBsu1147,8.25,10.5,0.4523407983519975
iBsu1147,8.25,11.25,0.4662923651277616
iBsu1147,8.25,12.0,0.47862958819603196
iBsu1147,8.25,12.75,0.49088381277113907
iBsu1147,8.25,13.5,0.5031380373462457
iBsu1147,8.25,14.25,0.5153922619213566
iBsu1147,8.25,15.0,0.5276464864964666
iBsu1147,8.25,15.75,0.5399007110715716
iBsu1147,8.25,16.5,0.5521549356466804
iBsu1147,8.25,17.25,0.5644091602217859
iBsu1147,8.25,18.0,0.5766633847968905
iBsu1147,8.25,18.75,0.5889176093720007
iBsu1147,8.25,19.5,0.6011718339471038
iBsu1147,8.25,20.25,0.6134260585222048
iBsu1147,8.25,21.0,0.62153956607548
iBsu1147,8.25,21.75,0.6215395660754806
iBsu1147,8.25,22.5,0.6215395660754806
iBsu1147,8.25,23.25,0.6215395660754884
iBsu1147,8.25,24.0,0.6215395660754803
iBsu1147,8.25,24.75,0.6215395660754803
iBsu1147,8.25,25.5,0.6215395660754761
iBsu1147,8.25,26.25,0.6215395660754829
iBsu1147,8.25,27.0,0.6215395660754829
iBsu1147,8.25,27.75,0.6215395660754829
iBsu1147,8.25,28.5,0.6215395660754829
iBsu1147,8.25,29.25,0.6215395660754829
iBsu1147,8.25,30.0,0.6215395660754829
iBsu1147,8.625,0.0,0.0
iBsu1147,8.625,0.75,0.284146909999729
iBsu1147,8.625,1.5,0.29809847677549395
iBsu1147,8.625,2.25,0.3120500435512585
iBsu1147,8.625,3.0,0.3260016103270231
iBsu1147,8.625,3.75,0.33995317710278644
iBsu1147,8.625,4.5,0.3539047438785506
iBsu1147,8.625,5.25,0.3678563106543155
iBsu1147,8.625,6.0,0.38180787743007966
iBsu1147,8.625,6.75,0.3957594442058431
iBsu1147,8.625,7.5,0.4097110109816076
iBsu1147,8.625,8.25,0.4236625777573718
iBsu1147,8.625,9.0,0.4376141445331356
iBsu1147,8.625,9.75,0.4515657113089001
iBsu1147,8.625,10.5,0.46551727808466425
iBsu1147,8.625,11.25,0.47946884486042884
iBsu1147,8.625,12.0,0.493181479878971
iBsu1147,8.625,12.75,0.5054357044540784
iBsu1147,8.625,13.5,0.5176899290291858
iBsu1147,8.625,14.25,0.5299441536042901
iBsu1147,8.625,15.0,0.5421983781793954
iBsu1147,8.625,15.75,0.554452602754502
iBsu1147,8.625,16.5,0.5667068273296084
iBsu1147,8.625,17.25,0.5789610519047148
iBsu1147,8.625,18.0,0.5912152764798212
iBsu1147,8.625,18.75,0.6034695010549277
iBsu1147,8.625,19.5,0.615723725630034
iBsu1147,8.625,20.25,0.621539566075478
iBsu1147,8.625,21.0,0.621539566075484
iBsu1147,8.625,21.75,0.6215395660754841
iBsu1147,8.625,22.5,0.6215395660754841
iBsu1147,8.625,23.25,0.6215395660754743
iBsu1147,8.625,24.0,0.6215395660754832
iBsu1147,8.625,24.75,0.6215395660754831
iBsu1147,8.625,25.5,0.6215395660754752
iBsu1147,8.625,26.25,0.6215395660754917
iBsu1147,8.625,27.0,0.6215395660754917
iBsu1147,8.625,27.75,0.6215395660754917
iBsu1147,8.625,28.5,0.6215395660754917
iBsu1147,8.625,29.25,0.6215395660754917
iBsu1147,8.625,30.0,0.6215395660754917
iBsu1147,9.0,0.0,0.0
iBsu1147,9.0,0.75,0.29732338973239514
iBsu1147,9.0,1.5,0.3112749565081619
iBsu1147,9.0,2.25,0.32522652328392593
iBsu1147,9.0,3.0,0.3391780900596906
iBsu1147,9.0,3.75,0.35312965683545405
iBsu1147,9.0,4.5,0.3670812236112189
iBsu1147,9.0,5.25,0.3810327903869831
iBsu1147,9.0,6.0,0.3949843571627468
iBsu1147,9.0,6.75,0.4089359239385115
iBsu1147,9.0,7.5,0.42288749071427567
iBsu1147,9.0,8.25,0.4368390574900395
iBsu1147,9.0,9.0,0.45079062426580435
iBsu1147,9.0,9.75,0.46474219104156894
iBsu1147,9.0,10.5,0.47869375781733264
iBsu1147,9.0,11.25,0.4926453245930969
iBsu1147,9.0,12.0,0.5065968913688613
iBsu1147,9.0,12.75,0.5199875961370191
iBsu1147,9.0,13.5,0.5322418207121311
iBsu1147,9.0,14.25,0.5444960452872389
iBsu1147,9.0,15.0,0.5567502698623469
iBsu1147,9.0,15.75,0.5690044944374174
iBsu1147,9.0,16.5,0.5812587190125607
iBsu1147,9.0,17.25,0.5935129435876668
iBsu1147,9.0,18.0,0.6057671681627725
iBsu1147,9.0,18.75,0.6180213927378768
iBsu1147,9.0,19.5,0.6215395660754772
iBsu1147,9.0,20.25,0.6215395660754834
iBsu1147,9.0,21.0,0.6215395660754834
iBsu1147,9.0,21.75,0.6215395660754834
iBsu1147,9.0,22.5,0.6215395660754834
iBsu1147,9.0,23.25,0.6215395660754814
iBsu1147,9.0,24.0,0.6215395660754826
iBsu1147,9.0,24.75,0.6215395660754839
iBsu1147,9.0,25.5,0.6215395660754778
iBsu1147,9.0,26.25,0.6215395660754774
iBsu1147,9.0,27.0,0.6215395660754774
iBsu1147,9.0,27.75,0.6215395660754774
iBsu1147,9.0,28.5,0.6215395660754774
iBsu1147,9.0,29.25,0.6215395660754774
iBsu1147,9.0,30.0,0.6215395660754774
iBsu1147,9.375,0.0,0.0
iBsu1147,9.375,0.75,0.31049986946506325
iBsu1147,9.375,1.5,0.324451436240828
iBsu1147,9.375,2.25,0.3384030030165923
iBsu1147,9.375,3.0,0.3523545697923565
iBsu1147,9.375,3.75,0.36630613656812083
iBsu1147,9.375,4.5,0.3802577033438853
iBsu1147,9.375,5.25,0.3942092701196492
iBsu1147,9.375,6.0,0.4081608368954134
iBsu1147,9.375,6.75,0.4221124036711777
iBsu1147,9.375,7.5,0.4360639704469418
iBsu1147,9.375,8.25,0.45001553722270615
iBsu1147,9.375,9.0,0.46396710399847024
iBsu1147,9.375,9.75,0.4779186707742341
iBsu1147,9.375,10.5,0.49187023754999865
iBsu1147,9.375,11.25,0.505821804325763
iBsu1147,9.375,12.0,0.5197733711015272
iBsu1147,9.375,12.75,0.5337249378772916
iBsu1147,9.375,13.5,0.5467937123950833
iBsu1147,9.375,14.25,0.5590479369701853
iBsu1147,9.375,15.0,0.5713021615452873
iBsu1147,9.375,15.75,0.5835563861203842
iBsu1147,9.375,16.5,0.5958106106954888
iBsu1147,9.375,17.25,0.6080648352705927
iBsu1147,9.375,18.0,0.6203190598457056
iBsu1147,9.375,18.75,0.6215395660754767
iBsu1147,9.375,19.5,0.6215395660754739
iBsu1147,9.375,20.25,0.6215395660754798
iBsu1147,9.375,21.0,0.6215395660754832
iBsu1147,9.375,21.75,0.6215395660754839
iBsu1147,9.375,22.5,0.6215395660754839
iBsu1147,9.375,23.25,0.6215395660754716
iBsu1147,9.375,24.0,0.6215395660754721
iBsu1147,9.375,24.75,0.6215395660754721
iBsu1147,9.375,25.5,0.6215395660754721
iBsu1147,9.375,26.25,0.6215395660754721
iBsu1147,9.375,27.0,0.6215395660754721
iBsu1147,9.375,27.75,0.6215395660754721
iBsu1147,9.375,28.5,0.6215395660754721
iBsu1147,9.375,29.25,0.6215395660754721
iBsu1147,9.375,30.0,0.6215395660754721
iBsu1147,9.75,0.0,0.0
iBsu1147,9.75,0.75,0.32367634919772886
iBsu1147,9.75,1.5,0.33762791597349134
iBsu1147,9.75,2.25,0.35157948274925543
iBsu1147,9.75,3.0,0.3655310495250196
iBsu1147,9.75,3.75,0.37948261630078367
iBsu1147,9.75,4.5,0.39343418307654787
iBsu1147,9.75,5.25,0.40738574985231196
iBsu1147,9.75,6.0,0.42133731662807605
iBsu1147,9.75,6.75,0.4352888834038402
iBsu1147,9.75,7.5,0.44924045017960423
iBsu1147,9.75,8.25,0.46319201695536844
iBsu1147,9.75,9.0,0.47714358373113247
iBsu1147,9.75,9.75,0.49109515050689656
iBsu1147,9.75,10.5,0.5050467172826607
iBsu1147,9.75,11.25,0.5189982840584249
iBsu1147,9.75,12.0,0.532949850834189
iBsu1147,9.75,12.75,0.546901417609953
iBsu1147,9.75,13.5,0.5608529843857172
iBsu1147,9.75,14.25,0.5735998286531065
iBsu1147,9.75,15.0,0.585854053228213
iBsu1147,9.75,15.75,0.5981082778033109
iBsu1147,9.75,16.5,0.6103625023784262
iBsu1147,9.75,17.25,0.6215395660754833
iBsu1147,9.75,18.0,0.6215395660754875
iBsu1147,9.75,18.75,0.6215395660754877
iBsu1147,9.75,19.5,0.6215395660754874
iBsu1147,9.75,20.25,0.6215395660754875
iBsu1147,9.75,21.0,0.6215395660754877
iBsu1147,9.75,21.75,0.6215395660754874
iBsu1147,9.75,22.5,0.6215395660754875
iBsu1147,9.75,23.25,0.6215395660754821
iBsu1147,9.75,24.0,0.6215395660754753
iBsu1147,9.75,24.75,0.6215395660754748
iBsu1147,9.75,25.5,0.6215395660754812
iBsu1147,9.75,26.25,0.6215395660754801
iBsu1147,9.75,27.0,0.6215395660754801
iBsu1147,9.75,27.75,0.6215395660754801
iBsu1147,9.75,28.5,0.6215395660754801
iBsu1147,9.75,29.25,0.6215395660754801
iBsu1147,9.75,30.0,0.6215395660754801
iBsu1147,10.125,0.0,0.0
iBsu1147,10.125,0.75,0.33685282893039437
iBsu1147,10.125,1.5,0.35080439570615646
iBsu1147,10.125,2.25,0.3647559624819205
iBsu1147,10.125,3.0,0.3787075292576846
iBsu1147,10.125,3.75,0.3926590960334487
iBsu1147,10.125,4.5,0.4066106628092127
iBsu1147,10.125,5.25,0.42056222958497674
iBsu1147,10.125,6.0,0.4345137963607409
iBsu1147,10.125,6.75,0.4484653631365049
iBsu1147,10.125,7.5,0.46241692991226896
iBsu1147,10.125,8.25,0.4763684966880331
iBsu1147,10.125,9.0,0.49032006346379714
iBsu1147,10.125,9.75,0.5042716302395611
iBsu1147,10.125,10.5,0.5182231970153253
iBsu1147,10.125,11.25,0.5321747637910893
iBsu1147,10.125,12.0,0.5461263305668533
iBsu1147,10.125,12.75,0.5600778973426175
iBsu1147,10.125,13.5,0.5740294641183815
iBsu1147,10.125,14.25,0.5879810308941456
iBsu1147,10.125,15.0,0.6004059449111531
iBsu1147,10.125,15.75,0.6126601694862603
iBsu1147,10.125,16.5,0.6215395660754629
iBsu1147,10.125,17.25,0.621539566075486
iBsu1147,10.125,18.0,0.621539566075484
iBsu1147,10.125,18.75,0.6215395660754826
iBsu1147,10.125,19.5,0.6215395660754818
iBsu1147,10.125,20.25,0.62153956607548
iBsu1147,10.125,21.0,0.6215395660754834
iBsu1147,10.125,21.75,0.6215395660754817
iBsu1147,10.125,22.5,0.6215395660754812
iBsu1147,10.125,23.25,0.621539566075425
iBsu1147,10.125,24.0,0.6215395660754912
iBsu1147,10.125,24.75,0.6215395660754774
iBsu1147,10.125,25.5,0.6215395660754817
iBsu1147,10.125,26.25,0.6215395660754817
iBsu1147,10.125,27.0,0.6215395660754817
iBsu1147,10.125,27.75,0.6215395660754817
iBsu1147,10.125,28.5,0.6215395660754817
iBsu1147,10.125,29.25,0.6215395660754817
iBsu1147,10.125,30.0,0.6215395660754817
iBsu1147,10.5,0.0,0.0
iBsu1147,10.5,0.75,0.35002930866306053
iBsu1147,10.5,1.5,0.36398087543882257
iBsu1147,10.5,2.25,0.3779324422145867
iBsu1147,10.5,3.0,0.3918840089903509
iBsu1147,10.5,3.75,0.40583557576611506
iBsu1147,10.5,4.5,0.4197871425418798
iBsu1147,10.5,5.25,0.4337387093176439
iBsu1147,10.5,6.0,0.4476902760934084
iBsu1147,10.5,6.75,0.46164184286917254
iBsu1147,10.5,7.5,0.47559340964493674
iBsu1147,10.5,8.25,0.4895449764207009
iBsu1147,10.5,9.0,0.503496543196465
iBsu1147,10.5,9.75,0.5174481099722292
iBsu1147,10.5,10.5,0.5313996767479934
iBsu1147,10.5,11.25,0.5453512435237575
iBsu1147,10.5,12.0,0.5593028102995217
iBsu1147,10.5,12.75,0.5732543770752856
iBsu1147,10.5,13.5,0.5872059438510497
iBsu1147,10.5,14.25,0.601157510626814
iBsu1147,10.5,15.0,0.6149578365940942
iBsu1147,10.5,15.75,0.6215395660754796
iBsu1147,10.5,16.5,0.621539566075486
iBsu1147,10.5,17.25,0.6215395660754811
iBsu1147,10.5,18.0,0.6215395660754798
iBsu1147,10.5,18.75,0.6215395660754783
iBsu1147,10.5,19.5,0.621539566075477
iBsu1147,10.5,20.25,0.6215395660754801
iBsu1147,10.5,21.0,0.6215395660754786
iBsu1147,10.5,21.75,0.6215395660754774
iBsu1147,10.5,22.5,0.6215395660754761
iBsu1147,10.5,23.25,0.6215395660754882
iBsu1147,10.5,24.0,0.6215395660754839
iBsu1147,10.5,24.75,0.6215395660754839
iBsu1147,10.5,25.5,0.6215395660754839
iBsu1147,10.5,26.25,0.6215395660754839
iBsu1147,10.5,27.0,0.6215395660754839
iBsu1147,10.5,27.75,0.6215395660754839
iBsu1147,10.5,28.5,0.6215395660754839
iBsu1147,10.5,29.25,0.6215395660754839
iBsu1147,10.5,30.0,0.6215395660754839
iBsu1147,10.875,0.0,0.0
iBsu1147,10.875,0.75,0.3632057883957284
iBsu1147,10.875,1.5,0.37715735517149196
iBsu1147,10.875,2.25,0.39110892194725616
iBsu1147,10.875,3.0,0.4050604887230203
iBsu1147,10.875,3.75,0.41901205549878456
iBsu1147,10.875,4.5,0.4329636222745487
iBsu1147,10.875,5.25,0.44691518905031286
iBsu1147,10.875,6.0,0.4608667558260771
iBsu1147,10.875,6.75,0.47481832260184126
iBsu1147,10.875,7.5,0.48876988937760546
iBsu1147,10.875,8.25,0.5027214561533697
iBsu1147,10.875,9.0,0.5166730229291339
iBsu1147,10.875,9.75,0.5306245897048981
iBsu1147,10.875,10.5,0.5445761564806623
iBsu1147,10.875,11.25,0.5585277232564264
iBsu1147,10.875,12.0,0.5724792900321907
iBsu1147,10.875,12.75,0.5864308568079548
iBsu1147,10.875,13.5,0.600382423583719
iBsu1147,10.875,14.25,0.6143339903594832
iBsu1147,10.875,15.0,0.6215395660754729
iBsu1147,10.875,15.75,0.6215395660754929
iBsu1147,10.875,16.5,0.6215395660754952
iBsu1147,10.875,17.25,0.6215395660754952
iBsu1147,10.875,18.0,0.6215395660754952
iBsu1147,10.875,18.75,0.6215395660754952
iBsu1147,10.875,19.5,0.6215395660754952
iBsu1147,10.875,20.25,0.6215395660754952
iBsu1147,10.875,21.0,0.6215395660754952
iBsu1147,10.875,21.75,0.6215395660754952
iBsu1147,10.875,22.5,0.6215395660754952
iBsu1147,10.875,23.25,0.6215395660754952
iBsu1147,10.875,24.0,0.6215395660754952
iBsu1147,10.875,24.75,0.6215395660754952
iBsu1147,10.875,25.5,0.6215395660754952
iBsu1147,10.875,26.25,0.6215395660754952
iBsu1147,10.875,27.0,0.6215395660754952
iBsu1147,10.875,27.75,0.6215395660754952
iBsu1147,10.875,28.5,0.6215395660754952
iBsu1147,10.875,29.25,0.6215395660754952
iBsu1147,10.875,30.0,0.6215395660754952
iBsu1147,11.25,0.0,0.0
iBsu1147,11.25,0.75,0.3763822681283942
iBsu1147,11.25,1.5,0.3903338349041518
iBsu1147,11.25,2.25,0.4042854016799194
iBsu1147,11.25,3.0,0.4182369684556844
iBsu1147,11.25,3.75,0.4321885352314436
iBsu1147,11.25,4.5,0.4461401020072129
iBsu1147,11.25,5.25,0.4600916687829754
iBsu1147,11.25,6.0,0.47404323555873634
iBsu1147,11.25,6.75,0.48799480233450554
iBsu1147,11.25,7.5,0.5019463691102672
iBsu1147,11.25,8.25,0.5158979358860327
iBsu1147,11.25,9.0,0.5298495026617953
iBsu1147,11.25,9.75,0.5438010694375608
iBsu1147,11.25,10.5,0.5577526362133225
iBsu1147,11.25,11.25,0.5717042029890851
iBsu1147,11.25,12.0,0.5856557697648563
iBsu1147,11.25,12.75,0.5996073365406173
iBsu1147,11.25,13.5,0.613558903316379
iBsu1147,11.25,14.25,0.6215395660754796
iBsu1147,11.25,15.0,0.6215395660754744
iBsu1147,11.25,15.75,0.6215395660755046
iBsu1147,11.25,16.5,0.6215395660754828
iBsu1147,11.25,17.25,0.6215395660754828
iBsu1147,11.25,18.0,0.6215395660754828
iBsu1147,11.25,18.75,0.6215395660754828
iBsu1147,11.25,19.5,0.6215395660754828
iBsu1147,11.25,20.25,0.6215395660754828
iBsu1147,11.25,21.0,0.6215395660754828
iBsu1147,11.25,21.75,0.6215395660754828
iBsu1147,11.25,22.5,0.6215395660754828
iBsu1147,11.25,23.25,0.6215395660754828
iBsu1147,11.25,24.0,0.6215395660754828
iBsu1147,11.25,24.75,0.6215395660754828
iBsu1147,11.25,25.5,0.6215395660754828
iBsu1147,11.25,26.25,0.6215395660754828
iBsu1147,11.25,27.0,0.6215395660754828
iBsu1147,11.25,27.75,0.6215395660754828
iBsu1147,11.25,28.5,0.6215395660754828
iBsu1147,11.25,29.25,0.6215395660754828
iBsu1147,11.25,30.0,0.6215395660754828
iBsu1147,11.625,0.0,0.0
iBsu1147,11.625,0.75,0.3895587478610591
iBsu1147,11.625,1.5,0.403510314636824
iBsu1147,11.625,2.25,0.4174618814125886
iBsu1147,11.625,3.0,0.43141344818835203
iBsu1147,11.625,3.75,0.4453650149641167
iBsu1147,11.625,4.5,0.45931658173988044
iBsu1147,11.625,5.25,0.4732681485156451
iBsu1147,11.625,6.0,0.48721971529140884
iBsu1147,11.625,6.75,0.501171282067173
iBsu1147,11.625,7.5,0.5151228488429369
iBsu1147,11.625,8.25,0.5290744156187018
iBsu1147,11.625,9.0,0.5430259823944656
iBsu1147,11.625,9.75,0.556977549170229
iBsu1147,11.625,10.5,0.5709291159459937
iBsu1147,11.625,11.25,0.5848806827217574
iBsu1147,11.625,12.0,0.5988322494975221
iBsu1147,11.625,12.75,0.6127838162732858
iBsu1147,11.625,13.5,0.6215395660754861
iBsu1147,11.625,14.25,0.6215395660754799
iBsu1147,11.625,15.0,0.6215395660754803
iBsu1147,11.625,15.75,0.6215395660754881
iBsu1147,11.625,16.5,0.6215395660754874
iBsu1147,11.625,17.25,0.6215395660754874
iBsu1147,11.625,18.0,0.6215395660754874
iBsu1147,11.625,18.75,0.6215395660754874
iBsu1147,11.625,19.5,0.6215395660754874
iBsu1147,11.625,20.25,0.6215395660754874
iBsu1147,11.625,21.0,0.6215395660754874
iBsu1147,11.625,21.75,0.6215395660754874
iBsu1147,11.625,22.5,0.6215395660754874
iBsu1147,11.625,23.25,0.6215395660754874
iBsu1147,11.625,24.0,0.6215395660754874
iBsu1147,11.625,24.75,0.6215395660754874
iBsu1147,11.625,25.5,0.6215395660754874
iBsu1147,11.625,26.25,0.6215395660754874
iBsu1147,11.625,27.0,0.6215395660754874
iBsu1147,11.625,27.75,0.6215395660754874
iBsu1147,11.625,28.5,0.6215395660754874
iBsu1147,11.625,29.25,0.6215395660754874
iBsu1147,11.625,30.0,0.6215395660754874
iBsu1147,12.0,0.0,0.0
iBsu1147,12.0,0.75,0.402735227593728
iBsu1147,12.0,1.5,0.41668679436949235
iBsu1147,12.0,2.25,0.43063836114525866
iBsu1147,12.0,3.0,0.44458992792101987
iBsu1147,12.0,3.75,0.45854149469678446
iBsu1147,12.0,4.5,0.4724930614725482
iBsu1147,12.0,5.25,0.48644462824831713
iBsu1147,12.0,6.0,0.5003961950240766
iBsu1147,12.0,6.75,0.5143477617998387
iBsu1147,12.0,7.5,0.5282993285756076
iBsu1147,12.0,8.25,0.5422508953513687
iBsu1147,12.0,9.0,0.5562024621271333
iBsu1147,12.0,9.75,0.5701540289028945
iBsu1147,12.0,10.5,0.5841055956786625
iBsu1147,12.0,11.25,0.5980571624544297
iBsu1147,12.0,12.0,0.61200872923019
iBsu1147,12.0,12.75,0.6215395660754742
iBsu1147,12.0,13.5,0.6215395660754919
iBsu1147,12.0,14.25,0.6215395660754742
iBsu1147,12.0,15.0,0.6215395660754742
iBsu1147,12.0,15.75,0.6215395660754829
iBsu1147,12.0,16.5,0.6215395660754829
iBsu1147,12.0,17.25,0.6215395660754829
iBsu1147,12.0,18.0,0.6215395660754829
iBsu1147,12.0,18.75,0.6215395660754829
iBsu1147,12.0,19.5,0.6215395660754829
iBsu1147,12.0,20.25,0.6215395660754829
iBsu1147,12.0,21.0,0.6215395660754829
iBsu1147,12.0,21.75,0.6215395660754829
iBsu1147,12.0,22.5,0.6215395660754829
iBsu1147,12.0,23.25,0.6215395660754829
iBsu1147,12.0,24.0,0.6215395660754829
iBsu1147,12.0,24.75,0.6215395660754829
iBsu1147,12.0,25.5,0.6215395660754829
iBsu1147,12.0,26.25,0.6215395660754829
iBsu1147,12.0,27.0,0.6215395660754829
iBsu1147,12.0,27.75,0.6215395660754829
iBsu1147,12.0,28.5,0.6215395660754829
iBsu1147,12.0,29.25,0.6215395660754829
iBsu1147,12.0,30.0,0.6215395660754829
iBsu1147,12.375,0.0,0.0
iBsu1147,12.375,0.75,0.41591170732639116
iBsu1147,12.375,1.5,0.4298632741021598
iBsu1147,12.375,2.25,0.44381484087792783
iBsu1147,12.375,3.0,0.45776640765368815
iBsu1147,12.375,3.75,0.4717179744294519
iBsu1147,12.375,4.5,0.48566954120521394
iBsu1147,12.375,5.25,0.4996211079809786
iBsu1147,12.375,6.0,0.5135726747567406
iBsu1147,12.375,6.75,0.5275242415325078
iBsu1147,12.375,7.5,0.5414758083082707
iBsu1147,12.375,8.25,0.5554273750840327
iBsu1147,12.375,9.0,0.5693789418598008
iBsu1147,12.375,9.75,0.5833305086355602
iBsu1147,12.375,10.5,0.5972820754113299
iBsu1147,12.375,11.25,0.6112336421870954
iBsu1147,12.375,12.0,0.621539566075478
iBsu1147,12.375,12.75,0.6215395660754773
iBsu1147,12.375,13.5,0.6215395660754773
iBsu1147,12.375,14.25,0.6215395660754773
iBsu1147,12.375,15.0,0.6215395660754773
iBsu1147,12.375,15.75,0.6215395660754891
iBsu1147,12.375,16.5,0.6215395660754883
iBsu1147,12.375,17.25,0.6215395660754773
iBsu1147,12.375,18.0,0.6215395660754773
iBsu1147,12.375,18.75,0.6215395660754773
iBsu1147,12.375,19.5,0.6215395660754773
iBsu1147,12.375,20.25,0.6215395660754773
iBsu1147,12.375,21.0,0.6215395660754773
iBsu1147,12.375,21.75,0.6215395660754773
iBsu1147,12.375,22.5,0.6215395660754773
iBsu1147,12.375,23.25,0.6215395660754773
iBsu1147,12.375,24.0,0.6215395660754773
iBsu1147,12.375,24.75,0.6215395660754773
iBsu1147,12.375,25.5,0.6215395660754773
iBsu1147,12.375,26.25,0.6215395660754773
iBsu1147,12.375,27.0,0.6215395660754773
iBsu1147,12.375,27.75,0.6215395660754773
iBsu1147,12.375,28.5,0.6215395660754773
iBsu1147,12.375,29.25,0.6215395660754773
iBsu1147,12.375,30.0,0.6215395660754773
iBsu1147,12.75,0.0,0.0
iBsu1147,12.75,0.75,0.4290881870590596
iBsu1147,12.75,1.5,0.443039753834821
iBsu1147,12.75,2.25,0.45699132061058434
iBsu1147,12.75,3.0,0.47094288738634993
iBsu1147,12.75,3.75,0.4848944541621129
iBsu1147,12.75,4.5,0.4988460209378782
iBsu1147,12.75,5.25,0.5127975877136414
iBsu1147,12.75,6.0,0.526749154489405
iBsu1147,12.75,6.75,0.5407007212651697
iBsu1147,12.75,7.5,0.5546522880409336
iBsu1147,12.75,8.25,0.5686038548166977
iBsu1147,12.75,9.0,0.582555421592462
iBsu1147,12.75,9.75,0.5965069883682265
iBsu1147,12.75,10.5,0.6104585551439904
iBsu1147,12.75,11.25,0.6215395660754769
iBsu1147,12.75,12.0,0.6215395660754769
iBsu1147,12.75,12.75,0.6215395660754769
iBsu1147,12.75,13.5,0.6215395660754897
iBsu1147,12.75,14.25,0.6215395660754728
iBsu1147,12.75,15.0,0.6215395660754728
iBsu1147,12.75,15.75,0.6215395660754823
iBsu1147,12.75,16.5,0.6215395660754601
iBsu1147,12.75,17.25,0.6215395660754601
iBsu1147,12.75,18.0,0.6215395660754601
iBsu1147,12.75,18.75,0.6215395660754601
iBsu1147,12.75,19.5,0.6215395660754601
iBsu1147,12.75,20.25,0.6215395660754601
iBsu1147,12.75,21.0,0.6215395660754601
iBsu1147,12.75,21.75,0.6215395660754601
iBsu1147,12.75,22.5,0.6215395660754601
iBsu1147,12.75,23.25,0.6215395660754601
iBsu1147,12.75,24.0,0.6215395660754601
iBsu1147,12.75,24.75,0.6215395660754601
iBsu1147,12.75,25.5,0.6215395660754601
iBsu1147,12.75,26.25,0.6215395660754601
iBsu1147,12.75,27.0,0.6215395660754601
iBsu1147,12.75,27.75,0.6215395660754601
iBsu1147,12.75,28.5,0.6215395660754601
iBsu1147,12.75,29.25,0.6215395660754601
iBsu1147,12.75,30.0,0.6215395660754601
iBsu1147,13.125,0.0,0.0
iBsu1147,13.125,0.75,0.44226466679172344
iBsu1147,13.125,1.5,0.45621623356748703
iBsu1147,13.125,2.25,0.4701678003432519
iBsu1147,13.125,3.0,0.4841193671190155
iBsu1147,13.125,3.75,0.4980709338947804
iBsu1147,13.125,4.5,0.512022500670544
iBsu1147,13.125,5.25,0.5259740674463088
iBsu1147,13.125,6.0,0.5399256342220724
iBsu1147,13.125,6.75,0.553877200997836
iBsu1147,13.125,7.5,0.5678287677736008
iBsu1147,13.125,8.25,0.5817803345493644
iBsu1147,13.125,9.0,0.5957319013251292
iBsu1147,13.125,9.75,0.6096834681008929
iBsu1147,13.125,10.5,0.621539566075494
iBsu1147,13.125,11.25,0.6215395660754804
iBsu1147,13.125,12.0,0.6215395660754796
iBsu1147,13.125,12.75,0.6215395660754772
iBsu1147,13.125,13.5,0.6215395660754777
iBsu1147,13.125,14.25,0.6215395660754777
iBsu1147,13.125,15.0,0.6215395660754784
iBsu1147,13.125,15.75,0.6215395660754937
iBsu1147,13.125,16.5,0.6215395660754879
iBsu1147,13.125,17.25,0.6215395660754879
iBsu1147,13.125,18.0,0.6215395660754879
iBsu1147,13.125,18.75,0.6215395660754879
iBsu1147,13.125,19.5,0.6215395660754879
iBsu1147,13.125,20.25,0.6215395660754879
iBsu1147,13.125,21.0,0.6215395660754879
